participant_id	semester.x	study_week.x	firmicutes.x	bacteroidetes.x	f_b_ratio.x	semester.y	study_week.y	firmicutes.y	bacteroidetes.y	f_b_ratio.y
U195	Winter2016	week1	11255.25	10526.25	1.0692554328464552	Winter2016	week3	11840	17965.5	0.6590409395786369
U196	Winter2016	week1	9147.25	25406.5	0.36003581760573083	Winter2016	week3	10049	23954	0.41951239876429824
U198	Winter2016	week1	9553	14552	0.6564733369983508	Winter2016	week3	8643.33	19295.33	0.44794932245263486
U199	Winter2016	week1	17365	21454	0.8094061713433393	Winter2016	week3	9511.25	20409.25	0.4660264340923846
U200	Winter2016	week1	13522.67	12972	1.0424506629663892	Winter2016	week3	9106	10934	0.8328150722516919
U201	Winter2016	week1	12847	15402.75	0.8340718378211683	Winter2016	week3	7853.75	18969.5	0.41401987400827645
U202	Winter2016	week1	13592.5	9584.75	1.4181381882678212	Winter2016	week3	7275	13868.5	0.524570068861088
U210	Fall2016	week1	9385.67	8156	1.150768759195684	Fall2016	week3	13865.67	4085.33	3.394014681800491
U211	Fall2016	week1	18345.5	10010.5	1.8326257429698816	Fall2016	week3	20603	8899	2.315203955500618
U213	Fall2016	week1	12744	17936	0.7105263157894737	Fall2016	week3	9865	5116.33	1.928139897152842
U214	Fall2016	week1	12404.5	11728	1.0576824693042293	Fall2016	week3	17684	18850.67	0.9381098921152405
U216	Fall2016	week1	17894.67	21384	0.8368251964085297	Fall2016	week3	12866.67	17956	0.7165666072621965
U217	Fall2016	week1	17424	23239	0.7497740866646585	Fall2016	week3	20678	15201.33	1.3602757127172425
U219	Fall2016	week1	10911.5	13366.5	0.8163318744622751	Fall2016	week3	12977	20775.5	0.6246299728045053
U220	Fall2016	week1	10444	24056	0.43415364150315927	Fall2016	week3	11724.33	16632.33	0.7049120598256527
U222	Fall2016	week1	20395	15115	1.3493218656963282	Fall2016	week3	16549	12381	1.3366448590582345
U224	Fall2016	week1	17709.5	9309	1.9024062734987646	Fall2016	week3	15228	12905.33	1.1799775751569312
U225	Fall2016	week1	7717.33	20203.33	0.38198306912771307	Fall2016	week3	10146	25252.33	0.4017847065993514
U226	Fall2016	week1	4555	20433.67	0.22291639240528013	Fall2016	week3	1759	18595	0.09459532132293627
U227	Fall2016	week1	4728	26923.5	0.17560866900662989	Fall2016	week3	8728.5	21974.5	0.3972104029670755
U229	Fall2016	week1	1904	1448	1.3149171270718232	Fall2016	week3	11509.67	15305.67	0.7519873354123014
U230	Fall2016	week1	15500	7413.67	2.0907323903006203	Fall2016	week3	14741	6406.5	2.3009443533910874
U231	Fall2016	week1	13963.33	10167.33	1.3733526894474755	Fall2016	week3	12115.5	18809.5	0.6441160052101331
U232	Fall2016	week1	11578	21869	0.5294252137729206	Fall2016	week3	9874.67	20200	0.4888450495049505
U233	Fall2016	week1	2866	18871.5	0.15186922078266168	Fall2016	week3	7005.67	14634.33	0.47871477546290125
U234	Fall2016	week1	6116	24573	0.24889105929271965	Fall2016	week3	7357.67	22191.33	0.33155606266050747
U235	Fall2016	week1	19887	14798.5	1.3438524174747442	Fall2016	week3	18921.5	16268.5	1.1630758828410732
U237	Fall2016	week1	11099.67	9732	1.1405332922318125	Fall2016	week3	11485.67	8750.67	1.3125474963631356
U242	Fall2016	week1	18683.67	7878	2.3716260472201065	Fall2016	week3	19158	11590.33	1.6529296404847835
U243	Fall2016	week1	15866.67	18667.67	0.849954493517402	Fall2016	week3	16126.33	17638	0.9142947046150357
U246	Fall2016	week1	19385.67	16551.67	1.1712213933699742	Fall2016	week3	12207	5187.5	2.353156626506024
U247	Fall2016	week1	13378	12720.67	1.0516741649614367	Fall2016	week3	11025	17670.33	0.6239272271655367
U248	Fall2016	week1	12735	7984.67	1.5949312870788648	Fall2016	week3	9882	9427.5	1.0482100238663485
U249	Fall2016	week1	14204	17462.67	0.8133922246712559	Fall2016	week3	10077	19149	0.526241579194736
U250	Fall2016	week1	12711.67	8718.33	1.4580395557406063	Fall2016	week3	23147	21504	1.0764043898809523
U252	Fall2016	week1	10361.67	23288.67	0.4449232180283374	Fall2016	week3	9329	23440.67	0.3979835047377059
U253	Fall2016	week1	4866	13264	0.36685765983112184	Fall2016	week3	7370.67	21854.33	0.3372635994789133
U255	Fall2016	week1	10036.33	23504	0.42700519060585435	Fall2016	week3	6929	16300	0.4250920245398773
U257	Fall2016	week1	7433	13726	0.5415270289960659	Fall2016	week3	13883.67	19161.33	0.7245671359973446
U258	Fall2016	week1	9532.33	7154.67	1.332322804545842	Fall2016	week3	17332.67	11099	1.5616424903144426
U261	Fall2016	week1	12543.67	16048.67	0.7816018399032443	Fall2016	week3	14248.67	14321.67	0.9949028290695149
U264	Fall2016	week1	6366.5	10070.5	0.6321930390745246	Fall2016	week3	7509.33	13542.67	0.5544940547174227
U265	Fall2016	week1	14379.67	13586.33	1.0583925165957253	Fall2016	week3	9333.67	11376	0.820470288326301
U266	Fall2016	week1	4822.33	16632.67	0.2899312016651566	Fall2016	week3	4139.67	15438.67	0.26813643921399966
U267	Fall2016	week1	15587.5	15201.5	1.0253922310298327	Fall2016	week3	17542.33	13910	1.2611308411214954
U268	Fall2016	week1	6683.33	26138	0.25569400872293213	Fall2016	week3	11438.33	23416	0.4884835155449265
U269	Fall2016	week1	20191.33	12673.67	1.593171512277028	Fall2016	week3	18471.67	11640.33	1.5868682417079238
U270	Fall2016	week1	9289.33	21964.67	0.42292144612234106	Fall2016	week3	7859.33	22476.33	0.34967140987874795
U271	Fall2016	week1	11439.5	9640.5	1.186608578393237	Fall2016	week3	9231.5	8462.5	1.0908714918759232
U272	Fall2016	week1	15820.33	9240.33	1.7120957801290646	Fall2016	week3	17516	6103	2.8700639029985253
U273	Fall2016	week1	9176.67	11152	0.8228721305595409	Fall2016	week3	7824.5	13272.5	0.589527217931814
U274	Fall2016	week1	18835	14577.33	1.2920747489423645	Fall2016	week3	16354.33	23616.67	0.692490939662535
U275	Fall2016	week1	18596.67	20759.33	0.8958222640133374	Fall2016	week3	16243	17600.5	0.9228715093321213
U276	Fall2016	week1	20171	13166.67	1.53197429570271	Fall2016	week3	14589	9018.67	1.6176442867961685
U277	Fall2016	week1	8120	19826.5	0.4095528711572895	Fall2016	week3	12086	23255.5	0.5197050160177162
U279	Fall2016	week1	6686	22951.5	0.29130993616974926	Fall2016	week3	12049	25848.33	0.4661423001021729
U280	Fall2016	week1	10660.67	9582	1.1125725318305155	Fall2016	week3	16683	14552.5	1.1464009620340148
U281	Fall2016	week1	25051.33	9256	2.706496326707001	Fall2016	week3	20025.67	13728	1.4587463578088578
U282	Fall2016	week1	1423.67	22194	0.06414661620257728	Fall2016	week3	3051.33	30439.33	0.100243007976851
U283	Fall2016	week1	21236.33	11212	1.8940715305030327	Fall2016	week3	17785.67	14034	1.2673272053584153
U284	Fall2016	week1	13355.67	16954	0.787759230859974	Fall2016	week3	21546.33	18099	1.1904707442400133
U285	Fall2016	week1	8248.67	23387.33	0.35269823447139964	Fall2016	week3	12814	21294	0.6017657556119095
U286	Fall2016	week1	11618.33	27104.67	0.4286467977658463	Fall2016	week3	8960	20729.5	0.4322342555295593
U288	Fall2016	week1	14519.33	21469.33	0.6762823991247048	Fall2016	week3	12052	15867	0.7595638747085145
U290	Fall2016	week1	14296	15947.67	0.8964318925585995	Fall2016	week3	16632.33	11883.33	1.3996354557182205
U291	Fall2016	week1	13242	26239.33	0.5046622760565913	Fall2016	week3	19388.33	20109	0.964161818091402
U292	Fall2016	week1	7076.5	29657.5	0.23860743488156452	Fall2016	week3	7268	38148.5	0.19051863113883902
U294	Fall2016	week1	13317	16971.33	0.7846762746349284	Fall2016	week3	19011.67	19082.67	0.9962793466532723
U295	Fall2016	week1	12001	19542.67	0.6140921378706186	Fall2016	week3	11581	19193.5	0.6033813530622346
U296	Fall2016	week1	12964.33	19326	0.6708232432991824	Fall2016	week3	7909.5	17126	0.46184164428354546
U297	Fall2016	week1	15961	25392.67	0.62856722038289	Fall2016	week3	13640.5	27111.5	0.5031259797502905
U299	Fall2016	week1	16197.5	25105.5	0.6451773515763478	Fall2016	week3	8568	21587.33	0.39689947761024635
U300	Fall2016	week1	14219	23713.33	0.5996205509728072	Fall2016	week3	14995	22371.33	0.6702775382599067
U301	Fall2016	week1	14021.33	6560.67	2.137179586840978	Fall2016	week3	21904	10854.67	2.0179332950702324
U302	Fall2016	week1	11707.5	15295	0.7654462242562929	Fall2016	week3	14305	19514.5	0.7330446590996439
U310	Winter2017	week1	10676	13367.5	0.7986534505330092	Winter2017	week3	11209	14787.25	0.7580178870310572
U311	Winter2017	week1	9044	10363	0.8727202547524848	Winter2017	week3	7588	6888.33	1.1015732405387082
U312	Winter2017	week1	14581.67	30360.67	0.48028156163879127	Winter2017	week3	8928.5	16047	0.5563968342992459
U314	Winter2017	week1	12796.75	11859	1.0790749641622397	Winter2017	week3	6734.75	16972.75	0.3967978082514619
U315	Winter2017	week1	9304.5	12570.75	0.7401706342103693	Winter2017	week3	16965.5	19935.5	0.8510195380100826
U316	Winter2017	week1	14467.25	17589.75	0.8224818431188619	Winter2017	week3	13325	18550.25	0.7183191601191359
U317	Winter2017	week1	19624	8309.67	2.3615859594905695	Winter2017	week3	21358.25	10783.75	1.980595803871566
U318	Winter2017	week1	17074	4801	3.5563424286606957	Winter2017	week3	13396.67	12689.33	1.0557428958030093
U322	Winter2017	week1	7835.25	5213	1.5030212929215423	Winter2017	week3	12681.5	9689.75	1.3087540958229056
U323	Winter2017	week1	17645.33	20516	0.8600765256385261	Winter2017	week3	17499	14638	1.1954501981144965
U327	Winter2017	week1	9819.25	9379.75	1.0468562594951891	Winter2017	week3	11414.75	11445.5	0.9973133545935083
U328	Winter2017	week1	14664.67	31243	0.4693745799058989	Winter2017	week3	13020.5	14043.5	0.9271549115249048
U329	Winter2017	week1	3962.75	4140.25	0.9571281927419841	Winter2017	week3	10578.33	12283	0.8612171293657901
U331	Winter2017	week1	5747.33	10114.33	0.5682363537673776	Winter2017	week3	10283.67	15959	0.6443806002882386
U332	Winter2017	week1	12809	7565.25	1.693136380159281	Winter2017	week3	5488.33	9789	0.5606629890693635
U333	Winter2017	week1	5306	18884.67	0.2809686375245106	Winter2017	week3	1087	6593	0.16487183376308207
U334	Winter2017	week1	16501.33	13743	1.2007079967983703	Winter2017	week3	11692.5	8431.25	1.3868050407709414
U335	Winter2017	week1	6042.5	14541	0.41554913692318274	Winter2017	week3	6790	14769	0.4597467668765658
U336	Winter2017	week1	7402.5	14986.75	0.49393631040752667	Winter2017	week3	9689.75	19046.75	0.5087350860383005
U337	Winter2017	week1	5423.25	19119	0.2836576180762592	Winter2017	week3	6608	8716.25	0.7581241933170801
U338	Winter2017	week1	6312.5	13034.25	0.4843009762740472	Winter2017	week3	4810.75	10078.25	0.4773398159402674
U339	Winter2017	week1	4689.25	18937.75	0.2476138928859025	Winter2017	week3	3271	18053	0.18118872209605053
U341	Winter2017	week1	5102	14597.25	0.3495178886434089	Winter2017	week3	7112	15742	0.4517850336678948
U343	Winter2017	week1	9916.33	6402.67	1.5487804306640822	Winter2017	week3	11147.33	7884.67	1.4137979141803017
U344	Winter2017	week1	11684.5	16682.5	0.7004046156151655	Winter2017	week3	10541	19109.75	0.5516032391841861
U346	Winter2017	week1	14230.25	15952.5	0.8920388653816016	Winter2017	week3	18776.5	24815.5	0.7566440329632689
U347	Winter2017	week1	14875	23076.25	0.644602134228915	Winter2017	week3	10485.33	20121.67	0.521096409989827
U349	Winter2017	week1	8964.5	7781	1.1521012723300348	Winter2017	week3	8918.25	11510.75	0.7747757531003627
U350	Winter2017	week1	9147	10371.33	0.8819505309347981	Winter2017	week3	6470.75	9652.5	0.6703703703703704
U352	Winter2017	week1	8113.33	11271	0.7198411853429154	Winter2017	week3	12252.5	11906.5	1.0290597572754379
U353	Winter2017	week1	9117.25	22645.75	0.4026031374540477	Winter2017	week3	5020.25	17257.75	0.29089829207167794
U354	Winter2017	week1	13007.75	13572.75	0.9583724742590853	Winter2017	week3	9309	14882.33	0.6255068930738668
U357	Winter2017	week1	10787.5	14001.25	0.7704669225961968	Winter2017	week3	9556.33	9402.33	1.0163789188424572
U358	Winter2017	week1	8178.75	14222.75	0.5750470197395019	Winter2017	week3	6887.25	9226.25	0.746484216230863
U362	Winter2017	week1	10289.33	10327.67	0.9962876428081068	Winter2017	week3	15980	9712	1.6453871499176276
U363	Winter2017	week1	12912.67	10810.67	1.1944375325488614	Winter2017	week3	9778.5	16572	0.5900615496017378
U366	Winter2017	week1	5133	18643.25	0.2753275314121733	Winter2017	week3	5515.67	11006.33	0.5011361643708666
U367	Winter2017	week1	10984	16959	0.6476796980954066	Winter2017	week3	7855.75	12960.5	0.606130164731299
U369	Winter2017	week1	11573.75	5416.5	2.136758054093972	Winter2017	week3	13516	6356.25	2.126411012782694
U370	Winter2017	week1	12417.75	17199.25	0.721993691585389	Winter2017	week3	20563	17297.67	1.188772823160576
U371	Winter2017	week1	11505.5	15336	0.7502282211789254	Winter2017	week3	18861.75	32955.75	0.5723356318700075
U372	Winter2017	week1	7512.5	6208	1.210132087628866	Winter2017	week3	2735.25	1869	1.4634831460674158
U373	Winter2017	week1	6736.67	13939.67	0.4832732769140159	Winter2017	week3	6482.75	13576.75	0.47748908980426097
U375	Winter2017	week1	20769	23323	0.8904943617887922	Winter2017	week3	11643.67	20962	0.5554656044270585
U376	Winter2017	week1	7350	24461.5	0.30047217055372727	Winter2017	week3	13279	14323.67	0.9270668760171101
U377	Winter2017	week1	8591.67	23160	0.370970207253886	Winter2017	week3	14360.33	28277	0.5078448916080206
U378	Winter2017	week1	4668.5	4786.5	0.9753473310352032	Winter2017	week3	9165.33	18473	0.49614735018675904
U379	Winter2017	week1	8384.67	3815.67	2.1974305954131252	Winter2017	week3	22903.25	8127.5	2.8179944632420795
U380	Winter2017	week1	10984	12030.33	0.9130256609752184	Winter2017	week3	5219.33	7918	0.6591727709017429
U381	Winter2017	week1	13983.5	11870.5	1.1780042963649382	Winter2017	week3	14359	15107.33	0.9504657672798569
U382	Winter2017	week1	13299.67	11982.33	1.1099402203077364	Winter2017	week3	11371.5	14698.5	0.7736503724869884
U383	Winter2017	week1	2659	21182.25	0.12552962976076668	Winter2017	week3	8820.75	29185.25	0.3022331485938959
U384	Winter2017	week1	11787.33	9539.33	1.2356559632594741	Winter2017	week3	10763.67	9081.67	1.1852082271212232
U385	Winter2017	week1	17357	11797	1.4713062643044843	Winter2017	week3	11679.67	10752.67	1.0862111456968362
U386	Winter2017	week1	14036.25	20478.75	0.6854056033693463	Winter2017	week3	9497.75	18316.5	0.5185352005022794
U387	Winter2017	week1	37530.33	46564	0.80599454514217	Winter2017	week3	16156	13880	1.1639769452449569
U388	Winter2017	week1	15920.33	23848	0.6675750587051325	Winter2017	week3	18868	24876.5	0.7584668261210379
U389	Winter2017	week1	3714	9650	0.3848704663212435	Winter2017	week3	6642.67	13873	0.47882001009154473
U390	Winter2017	week1	13382.33	23307	0.5741764276826704	Winter2017	week3	4277	22266	0.19208658941884488
U391	Winter2017	week1	6542.5	15294.5	0.4277681519500474	Winter2017	week3	16073	30645.33	0.5244844809959625
U392	Winter2017	week1	11907	8065.5	1.476287892877069	Winter2017	week3	14287	13824.67	1.0334423895832594
U393	Winter2017	week1	12706.5	5160	2.4625	Winter2017	week3	17550.25	5299.25	3.311836580648205
U395	Winter2017	week1	4738	13180.5	0.3594704298016009	Winter2017	week3	2025.5	8825	0.2295184135977337
U396	Winter2017	week1	7329.75	20041.25	0.36573317532589034	Winter2017	week3	7662.25	20844.25	0.36759538002086906
U397	Winter2017	week1	21650.75	9149.5	2.3663314935242363	Winter2017	week3	12017	4579.33	2.624183013672306
U398	Winter2017	week1	10642.75	13813	0.7704879461376963	Winter2017	week3	11233	15189.75	0.7395118418670485
U399	Winter2017	week1	4886.33	11729	0.41660243840054567	Winter2017	week3	5852	15681.75	0.37317263698247966
U500	Winter2018	week1	13968.5	13424	1.0405616805721096	Winter2018	week3	13909.5	8593	1.6187012684743396
U501	Winter2018	week1	10893.33	9606.67	1.1339340270874299	Winter2018	week3	16773	13989	1.1990135106154836
U502	Winter2018	week1	11228.33	15155.33	0.7408832404177276	Winter2018	week3	8323.33	14960.67	0.5563474095745712
U503	Winter2018	week1	17078.33	10899.33	1.5669155810494775	Winter2018	week3	14310	5668.67	2.524401667410521
U504	Winter2018	week1	15430.33	7959.33	1.9386468459028587	Winter2018	week3	10385.67	4670	2.223912205567452
U506	Winter2018	week1	11346	12674	0.8952185576771343	Winter2018	week3	11111.67	13016.67	0.8536492052114711
U507	Winter2018	week1	13035.5	12676	1.0283606816030293	Winter2018	week3	11043.5	9879.5	1.117819727719014
U508	Winter2018	week1	8917	8712	1.023530762167126	Winter2018	week3	11860.5	10396.5	1.1408166209782138
U509	Winter2018	week1	16063.33	6347	2.5308539467464946	Winter2018	week3	14313.67	6068.33	2.358749441773931
U510	Winter2018	week1	5927	7934.67	0.7469749844669028	Winter2018	week3	9029.67	16700.67	0.5406771105590376
U511	Winter2018	week1	11785	9065	1.3000551571980143	Winter2018	week3	15104.5	7538	2.003780843725126
U512	Winter2018	week1	14223.33	11831	1.202208604513566	Winter2018	week3	15173.33	13848.67	1.0956525067028098
U513	Winter2018	week1	10101.33	11268.67	0.8964083605252439	Winter2018	week3	12647	13323.33	0.9492371651831787
U516	Winter2018	week1	17157.33	10034	1.709919274466813	Winter2018	week3	6467	15503.33	0.4171361894509115
U517	Winter2018	week1	13620.67	17473.33	0.7795119762518077	Winter2018	week3	12014.33	15594.33	0.7704293804222432
U518	Winter2018	week1	10028	7967.67	1.2585862617302173	Winter2018	week3	8766	8327.5	1.0526568598018613
U519	Winter2018	week1	14797.67	15993.67	0.92522041532681365	Winter2018	week3	12399.33	7177.67	1.7274867749562184
U520	Winter2018	week1	16158.33	10478	1.542119679328116	Winter2018	week3	14846	10473	1.4175498901938317
U521	Winter2018	week1	9332	17156.33	0.5439391758027503	Winter2018	week3	11282.67	18799	0.6001739454226289
U523	Winter2018	week1	6029	4046.33	1.4899921657403128	Winter2018	week3	11083	6766.33	1.6379632681231924
U524	Winter2018	week1	12287.33	17414	0.7056006661306994	Winter2018	week3	8077.33	21191.67	0.38115589757673657
U525	Winter2018	week1	11762.5	12479	0.9425835403477842	Winter2018	week3	13488.67	11342.67	1.189197076173423
U526	Winter2018	week1	17843.33	11505.33	1.550875116141823	Winter2018	week3	12525	9337.67	1.3413410411805087
U527	Winter2018	week1	11444.33	7212.33	1.5867729291366313	Winter2018	week3	9233.5	9584	0.9634286310517529
U528	Winter2018	week1	9620.67	4075	2.3609006134969324	Winter2018	week3	6393.33	3626	1.7631908439051296
U529	Winter2018	week1	12217.5	13160	0.9283814589665653	Winter2018	week3	14560.33	16172.67	0.900304649757894
U530	Winter2018	week1	14392	11140.5	1.2918630223060006	Winter2018	week3	16642.5	11756.5	1.4155998809169397
U532	Winter2018	week1	10765.33	7365	1.4616877121520706	Winter2018	week3	9644.67	7603.33	1.2684797319069407
U533	Winter2018	week1	13552	8578.33	1.5797946686592845	Winter2018	week3	9104.33	4505.67	2.020638440010032
